latitude,longitude
36.11184,140.098958
36.111838,140.098958
36.111838,140.098958
36.111838,140.098958
36.111838,140.098956
36.111838,140.098956
36.111838,140.098956
36.111838,140.098956
36.111838,140.098956
36.111838,140.098956
36.1118382,140.09895680000002
